epoch,value
1709539391.007,2.040816
1709539392.007,3.921569
1709539393.007,1.000000
1709539394.007,0.000000
1709539395.007,0.000000
1709539396.007,0.000000
1709539397.007,0.990099
1709539398.007,1.000000
1709539399.007,1.000000
1709539400.007,1.010101
1709539401.007,1.000000
1709539402.007,0.990099
1709539403.007,0.000000
1709539404.007,0.000000
1709539405.007,0.990099
1709539406.007,0.000000
1709539407.007,1.000000
1709539408.007,1.000000
1709539409.007,0.000000
1709539410.007,1.980198
1709539411.007,0.990099
1709539412.007,2.000000
1709539413.007,2.000000
1709539414.007,0.000000
1709539415.007,0.000000
1709539416.007,1.000000
1709539417.007,1.000000
1709539418.007,0.000000
1709539419.007,0.000000
1709539420.007,0.990099
1709539421.007,0.000000
1709539422.007,1.000000
1709539423.007,1.000000
1709539424.007,0.990099
1709539425.007,0.000000
1709539426.007,0.980392
1709539427.007,0.000000
1709539428.007,2.020202
1709539429.007,1.000000
1709539430.007,2.000000
1709539431.007,0.970874
1709539432.007,1.000000
1709539433.007,0.000000
1709539434.007,2.020202
1709539435.007,1.000000
1709539436.007,0.000000
1709539437.007,0.000000
1709539438.007,0.980392
1709539439.007,0.000000
1709539440.007,0.000000
1709539441.007,1.010101
1709539442.007,1.960784
1709539443.007,0.000000
1709539444.007,0.000000
1709539445.007,2.000000
1709539446.007,1.020408
1709539447.007,0.000000
1709539448.007,3.000000
1709539449.007,0.000000
1709539450.007,2.040816
1709539451.007,2.000000
1709539452.007,1.030928
1709539453.007,1.960784
1709539454.007,3.030303
1709539455.007,2.020202
1709539456.007,0.990099
1709539457.007,1.020408
1709539458.007,0.000000
1709539459.007,0.990099
1709539460.007,1.010101
1709539461.007,1.000000
1709539462.007,0.000000
1709539463.007,0.000000
1709539464.007,0.000000
1709539465.007,1.020408
1709539466.007,1.000000
1709539467.007,1.000000
1709539468.007,0.000000
1709539469.007,2.040816
1709539470.007,2.020202
1709539471.007,0.000000
1709539472.007,1.020408
1709539473.007,1.000000
1709539474.007,1.010101
1709539475.007,1.010101
1709539476.007,0.000000
1709539477.007,1.000000
1709539478.007,0.990099
1709539479.007,1.000000
1709539480.007,0.000000
1709539481.007,0.990099
1709539482.007,0.000000
1709539483.007,1.000000
1709539484.007,0.000000
1709539485.007,0.000000
1709539486.007,1.000000
1709539487.007,0.000000
1709539488.007,0.000000
1709539489.007,0.990099
1709539490.007,1.000000
1709539491.007,0.000000
1709539492.007,1.000000
1709539493.007,0.000000
1709539494.007,1.000000
1709539495.007,0.000000
1709539496.007,0.990099
1709539497.007,0.000000
1709539498.007,0.000000
1709539499.007,1.000000
1709539500.007,0.990099
1709539501.007,0.000000
1709539502.007,1.000000
1709539503.007,0.000000
1709539504.007,0.000000
1709539505.007,0.000000
1709539506.007,1.000000
1709539507.007,1.000000
1709539508.007,0.000000
1709539509.007,0.990099
1709539510.007,0.990099
1709539511.007,0.000000
1709539512.007,0.990099
1709539513.007,0.000000
1709539514.007,0.000000
1709539515.007,0.000000
1709539516.007,1.000000
1709539517.007,0.000000
1709539518.007,0.990099
1709539519.007,0.000000
1709539520.007,0.000000
1709539521.007,1.000000
1709539522.007,1.000000
1709539523.007,1.000000
1709539524.007,0.990099
1709539525.007,1.000000
1709539526.007,0.000000
